Ia_mean,Ia_std,Ia_max,Ia_min,Ib_mean,Ib_std,Ib_max,Ib_min,VDC_mean,VDC_std,VDC_max,VDC_min,IDC_mean,IDC_std,IDC_max,IDC_min,T1_mean,T1_std,T1_max,T1_min,T2_mean,T2_std,T2_max,T2_min,T3_mean,T3_std,T3_max,T3_min,Current_RMS_mean,Current_RMS_std,Current_RMS_max,Current_RMS_min,Temp_Max_mean,Temp_Max_std,Temp_Max_max,Temp_Max_min,Temp_Avg_mean,Temp_Avg_std,Temp_Avg_max,Temp_Avg_min,Power_DC_mean,Power_DC_std,Power_DC_max,Power_DC_min,Temp_Diff_Max_mean,Temp_Diff_Max_std,Temp_Diff_Max_max,Temp_Diff_Max_min,Current_RMS_slope,Temp_Max_slope,VDC_slope,Impedance_mean,Current_min,Current_Delta,FDD,fault_type
404.0,14.0317,432.0,385.0,598.3,28.2019,632.0,546.0,-21.5054,4.2795,-17.1065,-26.8817,506.5,0.8498,508.0,505.0,11.9725,0.0262,11.9808,11.8979,12.2474,0.4936,13.4829,11.484,13.8025,0.0355,13.8193,13.7351,510.77,12.9087,523.2824,488.6865,13.8025,0.0355,13.8193,13.7351,12.6741,0.1586,13.0667,12.428,8.8069,2.5575,13.9247,6.3294,1.8796,0.167,2.3353,1.7543,3.68525,0.0,0.088865,0.042104,488.6865,30.4561,F2,open_circuit
416.7,20.6669,457.0,385.0,600.6,20.2111,632.0,560.0,-20.0391,5.254,-12.219,-26.8817,506.3,0.6749,507.0,505.0,11.9891,0.0612,12.1468,11.8979,12.2225,0.4946,13.4829,11.484,13.8278,0.1285,14.1568,13.651,517.2453,3.7935,523.2824,511.1013,13.8278,0.1285,14.1568,13.651,12.6798,0.1676,13.0667,12.428,8.5538,2.896,13.9247,4.521,1.8883,0.1806,2.3353,1.6701,-0.746396,0.020961,1.3626,0.038742,511.1013,-3.1166,F2,open_circuit
462.2,38.9267,520.0,412.0,555.3,38.5978,605.0,497.0,-17.1065,3.9907,-12.219,-21.9941,506.7,0.6749,508.0,506.0,11.9891,0.0612,12.1468,11.8979,12.1552,0.0613,12.3131,12.0638,13.8278,0.1345,14.1568,13.651,512.1868,3.3992,517.5756,507.616,13.8278,0.1345,14.1568,13.651,12.6574,0.0685,12.8168,12.5652,6.7092,1.7972,9.7654,4.521,1.8387,0.0894,2.0099,1.6701,-1.01041,0.005608,0.118487,0.033399,507.616,-8.9456,F2,open_circuit
530.9,44.5956,587.0,458.0,486.4,44.4727,559.0,430.0,-19.0616,4.7219,-12.219,-26.8817,506.5,0.7071,508.0,506.0,11.9642,0.035,11.9808,11.8979,12.1302,0.0857,12.2299,11.8979,13.8532,0.2037,14.4106,13.7351,510.8823,2.1454,514.5236,507.616,13.8532,0.2037,14.4106,13.7351,12.6492,0.0675,12.8184,12.566,7.8304,2.4694,11.9355,4.521,1.8972,0.2249,2.5127,1.7543,0.534268,0.029699,-1.007139,0.037311,507.616,3.5221,F2,open_circuit
587.1,22.8884,619.0,551.0,430.0,23.1132,466.0,396.0,-21.5054,4.8604,-12.219,-26.8817,506.3,0.8233,508.0,505.0,11.898,0.1788,11.9808,11.4013,12.1718,0.1618,12.5628,11.8979,13.8532,0.2076,14.4106,13.651,515.0334,3.3284,519.6042,510.273,13.8532,0.2076,14.4106,13.651,12.641,0.1107,12.8184,12.3997,9.0601,2.4224,11.9355,5.4252,1.9635,0.2411,2.5127,1.7543,1.018042,-0.002043,-0.562813,0.041755,510.273,9.3312,F2,open_circuit
600.4,13.36,619.0,575.0,412.7,10.5625,426.0,396.0,-20.0391,4.7219,-12.219,-26.8817,506.7,1.2517,509.0,505.0,11.8731,0.1703,11.9808,11.4013,12.147,0.2179,12.5628,11.6494,13.7947,0.4027,14.5801,12.8966,515.2725,5.3233,520.5401,505.1737,13.7947,0.4027,14.5801,12.8966,12.6049,0.1676,12.9026,12.3415,7.7942,2.4224,11.9355,3.7977,1.9464,0.4076,2.5993,0.9987,-1.159473,0.016087,0.473948,0.03889,505.1737,-11.1426,F2,open_circuit
564.4,39.0561,618.0,492.0,417.6,15.3493,438.0,395.0,-20.0391,4.1216,-12.219,-26.8817,506.9,1.1005,509.0,505.0,11.9394,0.0806,12.1468,11.8979,12.0888,0.1661,12.2299,11.6494,13.82,0.4026,14.5801,12.8966,496.9282,18.9544,520.5401,465.7832,13.82,0.4026,14.5801,12.8966,12.616,0.152,12.9026,12.3415,7.4326,1.6207,9.9462,3.7977,1.9054,0.3921,2.5993,0.9987,-5.91549,0.032546,-0.710922,0.040326,465.7832,-51.8677,F2,open_circuit
499.2,45.6041,565.0,423.0,452.1,37.7667,513.0,395.0,-21.9941,3.9907,-17.1065,-26.8817,507.4,1.1738,510.0,506.0,11.9477,0.0892,12.1468,11.815,12.1302,0.0655,12.2299,11.9808,13.8109,0.1282,13.9879,13.4829,477.7946,9.8626,494.2924,463.5607,13.811,0.1282,13.9879,13.4829,12.6296,0.0658,12.7605,12.5093,7.4868,2.4265,11.9355,3.2551,1.8633,0.08,1.9227,1.6679,-1.62443,-0.009683,0.059243,0.046033,463.5607,-8.0912,F2,open_circuit
438.3,37.5116,504.0,388.0,524.6,51.6273,615.0,460.0,-19.5503,4.7499,-12.219,-26.8817,507.0,1.3333,510.0,506.0,11.9145,0.0654,11.9808,11.815,12.1385,0.0471,12.2299,12.0638,13.7184,0.209,13.9036,13.3151,485.0682,14.8128,514.1833,463.5607,13.7185,0.209,13.9036,13.3151,12.5905,0.074,12.6771,12.4533,7.1251,2.4637,11.9355,3.2551,1.804,0.1869,2.0043,1.4172,4.087932,-0.023434,0.918274,0.040304,463.5607,31.6815,F2,open_circuit
405.0,17.932,441.0,382.0,590.8,36.575,635.0,524.0,-18.0841,5.0479,-12.219,-26.8817,506.4,0.6992,508.0,506.0,11.8979,0.0391,11.9808,11.815,12.1219,0.056,12.1468,11.9808,13.5351,0.6898,13.9036,11.6494,507.015,15.5367,524.8224,483.6941,13.5848,0.5405,13.9036,12.1468,12.5183,0.2269,12.6494,11.898,7.4868,2.352,11.9355,4.521,1.7118,0.4678,2.0057,0.4975,4.69494,-0.050572,-0.473948,0.035668,483.6941,35.8177,F2,open_circuit
411.0,18.625,448.0,382.0,605.3,18.9388,635.0,571.0,-19.0616,5.737,-12.219,-26.8817,506.5,0.9718,508.0,505.0,11.9477,0.07,12.0638,11.8979,12.1136,0.058,12.1468,11.9808,13.636,0.6993,13.9036,11.6494,517.6339,5.5025,524.8224,505.4132,13.6858,0.5424,13.9036,12.1468,12.5658,0.2386,12.7047,11.898,7.7219,2.6179,11.9355,4.521,1.7629,0.4477,2.0057,0.4975,-0.051772,0.03654,0.059243,0.036824,505.4132,7.7851,F2,open_circuit
451.6,35.4971,505.0,405.0,566.6,35.7994,613.0,514.0,-19.5503,4.1536,-12.219,-26.8817,506.5,1.2693,509.0,505.0,11.9642,0.0654,12.0638,11.8979,12.1801,0.1424,12.5628,12.0638,13.8362,0.0774,13.9036,13.651,513.4375,4.0381,519.5161,508.5297,13.8362,0.0774,13.9036,13.651,12.6602,0.0604,12.7881,12.5929,8.0112,2.6054,11.393,3.7977,1.8719,0.09,2.0057,1.6701,-1.280985,-0.016333,0.088865,0.038077,508.5297,-10.9864,F2,open_circuit
518.0,45.5363,577.0,444.0,499.2,45.626,572.0,439.0,-20.0391,2.5239,-17.1065,-21.9941,507.2,1.2293,509.0,505.0,11.9228,0.0401,11.9808,11.8979,12.1967,0.1312,12.5628,12.1468,13.7784,0.5464,14.75,12.4795,510.52,1.2913,512.6646,508.5297,13.7784,0.5464,14.75,12.4795,12.6326,0.1908,12.9316,12.1747,7.2336,2.4501,11.393,3.7977,1.8556,0.5486,2.8521,0.5816,0.160478,0.009142,0.118487,0.039252,508.5297,0.649,F2,open_circuit
578.6,27.1997,618.0,538.0,438.6,27.3666,480.0,399.0,-20.0391,4.1216,-12.219,-26.8817,507.1,0.8756,508.0,506.0,11.9145,0.035,11.9808,11.8979,12.2051,0.1361,12.5628,12.1468,13.829,0.5523,14.75,12.4795,514.0353,3.5896,520.1562,509.355,13.829,0.5523,14.75,12.4795,12.6495,0.1893,12.9316,12.1747,7.3602,2.4546,11.9355,4.521,1.9145,0.5552,2.8521,0.5816,1.140162,0.049267,0.355461,0.038984,509.355,10.8012,F2,open_circuit
600.5,12.1495,618.0,583.0,415.0,12.2746,431.0,398.0,-20.0391,4.1216,-12.219,-26.8817,505.1,4.2804,507.0,493.0,11.9228,0.0401,11.9808,11.8979,12.2717,0.2611,12.8966,12.0638,14.0313,0.5286,15.5181,13.7351,516.2763,2.4962,520.1562,511.8252,14.0313,0.5286,15.5181,13.7351,12.7419,0.1786,13.1876,12.5937,10.543,7.5223,30.9238,4.521,2.1086,0.5425,3.6202,1.7543,-0.256968,0.043811,0.118487,0.038815,511.8252,-3.1165,F2,open_circuit
573.2,35.0834,617.0,506.0,415.0,13.7598,434.0,398.0,-19.5503,2.576,-17.1065,-21.9941,505.9,4.9766,513.0,493.0,11.9311,0.0428,11.9808,11.8979,12.2303,0.3259,12.8966,11.815,14.0145,0.5298,15.5181,13.8193,500.7527,17.5569,519.1787,469.9984,14.0145,0.5298,15.5181,13.8193,12.7253,0.1965,13.1876,12.5665,9.241,8.2764,30.9238,-1.2659,2.1,0.5391,3.6202,1.8385,-5.330061,-0.044837,0.088865,0.039042,469.9984,-46.6683,F2,open_circuit
510.2,45.2863,577.0,441.0,444.0,33.5559,493.0,399.0,-19.0616,2.5239,-17.1065,-21.9941,507.6,1.9551,513.0,506.0,11.9726,0.1265,12.3131,11.8979,12.272,0.3812,13.1475,11.815,13.8783,0.0569,13.9879,13.8193,479.6162,11.4452,496.5451,464.1551,13.8783,0.0569,13.9879,13.8193,12.7076,0.1312,12.9825,12.5665,6.3294,2.9983,9.7654,-1.2659,1.9389,0.0859,2.0886,1.8385,-2.701724,0.001533,0.0,0.039743,464.1551,-18.8136,F2,open_circuit
446.5,36.543,511.0,398.0,511.7,49.2613,595.0,450.0,-18.5728,3.2989,-12.219,-21.9941,507.2,0.6325,508.0,506.0,11.9726,0.1265,12.3131,11.8979,12.2885,0.3471,13.1475,11.9808,13.4116,1.0752,13.9879,10.6595,481.8233,12.4176,506.1764,464.1551,13.5853,0.6397,13.9879,12.1468,12.5576,0.3835,12.9825,11.5681,6.6911,1.8521,9.7654,3.6168,1.7532,0.4116,2.0057,0.6653,3.31835,-0.039562,0.385082,0.038547,464.1551,24.7094,F2,open_circuit
408.8,18.7842,447.0,385.0,582.2,39.7626,630.0,517.0,-20.5279,4.6368,-12.219,-26.8817,507.1,0.7379,508.0,506.0,11.9228,0.0401,11.9808,11.8979,12.1719,0.1841,12.6462,11.9808,13.3863,1.0623,13.9036,10.6595,503.6539,16.3352,522.0752,478.528,13.56,0.6256,13.9036,12.1468,12.4936,0.3392,12.6771,11.5681,7.5049,2.1351,9.9462,3.6168,1.7611,0.4104,2.0057,0.6653,5.107641,0.135453,-0.444326,0.040758,478.528,39.415,F2,open_circuit
408.4,15.0274,435.0,385.0,606.9,16.4009,630.0,582.0,-20.5279,4.6368,-12.219,-26.8817,506.5,1.0801,508.0,504.0,11.9062,0.0262,11.9808,11.8979,12.1469,0.0678,12.2299,11.9808,13.7689,0.1596,13.9036,13.3989,517.4533,5.1457,522.0752,504.6251,13.7689,0.1596,13.9036,13.3989,12.6073,0.0563,12.6771,12.4812,8.1921,1.7136,10.1271,5.4252,1.8627,0.1539,2.0057,1.501,0.295406,-0.012225,0.740543,0.039671,504.6251,9.1594,F2,open_circuit
442.5,31.1386,492.0,404.0,576.8,31.2581,615.0,529.0,-19.5503,5.2792,-12.219,-26.8817,506.1,0.8756,507.0,504.0,11.9311,0.0428,11.9808,11.8979,12.0559,0.3477,12.2299,11.0712,13.7773,0.1647,13.9036,13.3989,514.8922,3.9795,520.5233,509.433,13.7773,0.1647,13.9036,13.3989,12.5881,0.1112,12.6771,12.3185,8.5538,2.59,11.9355,4.521,1.9372,0.3478,2.8324,1.501,-1.273769,0.032127,-0.562813,0.03797,509.433,-9.473,F2,open_circuit
506.4,46.4667,573.0,436.0,512.4,46.7813,582.0,446.0,-20.0391,4.7219,-12.219,-26.8817,506.6,0.5164,507.0,506.0,11.9145,0.0856,11.9808,11.7322,12.0476,0.3441,12.2299,11.0712,13.8531,0.1829,14.2413,13.4829,511.3229,1.7391,514.2081,508.6536,13.8532,0.1829,14.2413,13.4829,12.6051,0.1183,12.7068,12.3185,8.1017,2.4646,11.9355,4.521,2.0296,0.3553,2.8324,1.6679,-0.142364,0.010238,0.236974,0.039191,508.6536,-0.7663,F2,open_circuit
569.8,30.8646,613.0,521.0,448.3,31.1164,496.0,403.0,-20.0391,3.4174,-17.1065,-26.8817,506.4,1.4298,508.0,503.0,11.8731,0.1356,11.9808,11.5666,12.1551,0.0263,12.2299,12.1468,14.1435,0.8937,16.5525,13.4829,513.4924,3.7172,519.2576,508.6536,14.1435,0.8936,16.5525,13.4829,12.7239,0.3093,13.5324,12.3988,8.3548,2.84,14.6481,6.3294,2.2704,0.8773,4.6546,1.6679,1.135132,0.100163,-0.355461,0.039025,508.6536,10.0843,F2,open_circuit
598.7,14.2052,621.0,578.0,418.0,14.4145,438.0,395.0,-18.5728,4.6368,-12.219,-26.8817,506.2,1.8135,509.0,503.0,11.9145,0.1283,11.9808,11.5666,12.1884,0.1372,12.5628,12.0638,14.3648,1.0486,16.5525,13.4829,516.4876,2.9235,520.4162,512.2446,14.3648,1.0486,16.5525,13.4829,12.8226,0.3574,13.5324,12.3988,8.0293,3.4378,14.6481,3.7977,2.4503,1.0287,4.6546,1.8385,0.326556,-0.021944,0.503569,0.03596,512.2446,1.8769,F2,open_circuit
582.8,29.154,621.0,524.0,411.6,13.5088,429.0,395.0,-17.1065,5.6437,-7.3314,-26.8817,506.4,1.7127,509.0,503.0,11.9228,0.0401,11.9808,11.8979,12.2134,0.1654,12.5628,12.0638,14.0829,0.6879,16.0338,13.8193,504.7377,16.3185,520.4162,469.5956,14.0829,0.6879,16.0338,13.8193,12.7397,0.2341,13.3871,12.5937,7.0528,2.9445,11.393,2.7126,2.1601,0.6698,4.0529,1.8385,-4.687098,-0.069661,-0.473948,0.033892,469.5956,-45.3306,F2,open_circuit
525.8,45.4674,593.0,455.0,434.8,28.9782,477.0,396.0,-20.5279,6.1176,-7.3314,-26.8817,506.1,1.2867,507.0,503.0,11.8731,0.1991,11.9808,11.3187,12.2384,0.2303,12.813,12.0638,13.8614,0.0444,13.9036,13.8193,483.5906,15.151,505.4463,464.0873,13.8614,0.0444,13.9036,13.8193,12.6576,0.1018,12.871,12.4564,8.9878,3.0678,11.9355,2.7126,1.9883,0.2204,2.5849,1.8385,-3.952808,-0.002555,-0.740543,0.042449,464.0873,-27.8956,F2,open_circuit
456.4,41.9184,526.0,399.0,498.2,47.9995,584.0,442.0,-20.0391,5.737,-7.3314,-26.8817,506.5,0.8498,508.0,505.0,11.9229,0.2209,12.1468,11.3187,12.2052,0.2152,12.813,12.0638,13.8783,0.08,14.0723,13.8193,479.5591,10.6797,500.1285,464.0873,13.8783,0.08,14.0723,13.8193,12.6688,0.1019,12.871,12.4564,8.3368,3.1582,11.9355,2.7126,1.9554,0.2481,2.5849,1.7567,2.018382,0.00869,1.007139,0.041786,464.0873,13.8544,F2,open_circuit
412.2,21.4569,455.0,386.0,571.2,44.7134,634.0,504.0,-18.0841,6.4348,-7.3314,-26.8817,507.1,0.7379,508.0,506.0,11.9974,0.0857,12.1468,11.8979,12.1219,0.0787,12.1468,11.8979,13.744,0.3322,14.0723,12.8966,498.9004,18.0868,524.8581,472.1022,13.744,0.3322,14.0723,12.8966,12.6211,0.1185,12.7324,12.3138,6.5283,2.5151,9.7654,2.7126,1.7548,0.338,2.1744,0.9987,5.770057,-0.055508,0.059243,0.036248,472.1022,47.615,F2,open_circuit
406.1,12.9739,425.0,386.0,605.7,19.0091,634.0,563.0,-20.0391,5.737,-7.3314,-26.8817,506.9,0.7379,508.0,506.0,12.0057,0.1039,12.2299,11.8979,12.1219,0.0879,12.2299,11.8979,13.7693,0.3478,14.0723,12.8966,515.8284,7.7676,524.8581,496.6734,13.7693,0.3478,14.0723,12.8966,12.6323,0.1363,12.844,12.3138,7.5049,2.1988,9.9462,2.7126,1.7718,0.3377,2.0915,0.9987,1.376661,0.051976,-0.296217,0.038848,496.6734,19.2113,F2,open_circuit
433.0,28.1109,478.0,394.0,585.2,27.3285,619.0,541.0,-19.0616,10.0958,7.3314,-26.8817,506.4,0.6992,507.0,505.0,11.9891,0.0914,12.2299,11.8979,12.1136,0.07,12.2299,11.9808,13.912,0.1156,14.0723,13.8193,515.4166,3.5672,520.8858,510.4728,13.9121,0.1156,14.0723,13.8193,12.6716,0.0775,12.844,12.5936,8.1017,4.4849,13.9247,-2.7126,1.9229,0.1047,2.0915,1.8385,-1.108738,-0.003576,1.007139,0.036983,510.4728,-8.3706,F2,open_circuit
478.0,21.2132,501.0,445.0,539.6,20.791,569.0,517.0,-19.0616,4.7219,-12.219,-26.8817,507.2,0.6325,508.0,506.0,11.9148,0.309,12.0638,11.0712,14.216,0.1544,14.4106,13.8193,13.1476,0.2049,13.3151,12.7296,510.1189,1.418,512.2939,507.5889,14.216,0.1544,14.4106,13.8193,13.0928,0.1563,13.207,12.6807,6.7996,1.9592,9.9462,3.6168,2.3013,0.3681,3.1701,1.7555,-0.396163,-0.004635,-0.533191,0.037367,507.5889,-3.188,F3,short_circuit
499.5,3.9791,504.0,491.0,518.5,4.0893,528.0,514.0,-18.5728,4.6368,-12.219,-26.8817,507.0,0.9428,508.0,505.0,11.9562,0.3121,12.0638,11.0712,14.2159,0.0408,14.2413,14.1568,13.1727,0.1809,13.3151,12.7296,509.1022,0.9848,510.5414,507.5889,14.216,0.0408,14.2413,14.1568,13.115,0.1549,13.1788,12.6807,6.7996,1.7641,9.9462,3.6168,2.2597,0.3218,3.1701,2.093,-0.109641,-0.003585,0.503569,0.036481,507.5889,-1.8004,F3,short_circuit
503.5,1.5811,506.0,501.0,515.6,1.2649,517.0,514.0,-17.5953,5.3788,-7.3314,-26.8817,506.6,0.9661,508.0,505.0,12.0555,0.0262,12.0638,11.9808,14.1821,0.0801,14.2413,13.9879,13.2313,0.1045,13.3989,12.9801,509.587,0.8932,510.5414,508.0354,14.1822,0.0801,14.2413,13.9879,13.1563,0.0472,13.2347,13.0666,6.9443,2.407,11.9355,3.2551,2.1266,0.0594,2.1775,2.0071,0.036268,-0.003584,0.325839,0.034528,508.0354,-0.5257,F3,short_circuit
497.1,10.9995,506.0,476.0,508.6,9.0701,517.0,493.0,-15.6403,6.5371,-7.3314,-26.8817,506.9,0.9944,508.0,506.0,12.0389,0.0401,12.0638,11.9808,14.1568,0.0891,14.2413,13.9879,13.2313,0.0684,13.3989,13.1475,502.885,9.9646,510.5296,484.5746,14.1568,0.089,14.2413,13.9879,13.1423,0.0458,13.2347,13.0666,6.0943,3.3061,11.9355,2.1701,2.1179,0.0697,2.1775,2.0071,-2.927695,0.001019,0.918274,0.031101,484.5746,-25.955,F3,short_circuit
465.8,31.1477,505.0,409.0,497.4,10.1017,514.0,485.0,-15.1515,5.254,-7.3314,-21.9941,506.9,0.9944,508.0,506.0,12.2316,0.6777,14.1568,11.9808,14.2329,0.1408,14.5801,14.0723,13.2313,0.0684,13.3989,13.1475,482.106,16.4816,509.5199,461.9443,14.2329,0.1408,14.5801,14.0723,13.2319,0.2502,13.9323,13.0948,5.8412,2.5774,9.7654,2.1701,2.0771,0.4606,2.5993,0.8424,-5.400658,0.027186,-0.947895,0.031428,461.9443,-47.2532,F3,short_circuit
409.4,39.4186,470.0,366.0,523.2,37.3744,589.0,485.0,-19.0616,4.7219,-12.219,-26.8817,507.0,0.8165,508.0,506.0,12.2316,0.6788,14.1568,11.9808,14.2498,0.1227,14.5801,14.1568,13.248,0.0661,13.3989,13.1475,471.0891,9.1994,490.3453,461.9443,14.2498,0.1227,14.5801,14.1568,13.2432,0.2451,13.9323,13.1229,6.9804,1.8642,9.9462,4.521,2.094,0.4659,2.5993,0.8424,1.086357,-0.009735,-0.592435,0.040463,461.9443,11.7698,F3,short_circuit
382.6,14.4622,405.0,366.0,584.3,37.559,620.0,520.0,-20.0391,5.737,-12.219,-26.8817,507.2,0.6325,508.0,506.0,11.9892,0.1067,12.1468,11.7322,14.1148,0.255,14.2413,13.3989,13.1644,0.215,13.3151,12.5628,494.0967,23.3797,522.4696,463.0356,14.1148,0.255,14.2413,13.3989,13.0894,0.1247,13.1791,12.8172,7.1975,2.6479,11.9355,4.521,2.1256,0.2994,2.4246,1.3351,7.612091,-0.01378,0.947895,0.040557,463.0356,59.434,F3,short_circuit
402.9,18.9,429.0,373.0,608.1,10.1154,620.0,589.0,-21.0166,7.5718,-12.219,-36.6569,506.7,0.8233,508.0,505.0,11.9477,0.1049,12.0638,11.7322,13.9886,0.4146,14.4106,13.3151,13.0974,0.2201,13.2312,12.5628,515.9782,5.8004,522.4696,502.5704,13.9886,0.4146,14.4106,13.3151,13.0112,0.1605,13.2075,12.7872,8.3368,3.3686,13.563,4.521,2.0409,0.4295,2.4298,1.3342,1.013419,-0.004067,-0.592435,0.040732,502.5704,12.6781,F3,short_circuit
434.5,20.8926,467.0,406.0,583.1,21.3461,610.0,550.0,-19.0616,6.9885,-12.219,-36.6569,507.1,1.2867,509.0,505.0,11.9477,0.1119,12.0638,11.7322,14.0814,0.382,14.4953,13.3151,13.0974,0.1682,13.2312,12.7296,514.5766,3.3866,518.9918,509.8122,14.0814,0.382,14.4953,13.3151,13.0421,0.1367,13.2075,12.7872,7.1794,3.5263,13.563,2.7126,2.1337,0.3993,2.7632,1.3342,-1.036328,0.045382,0.770165,0.037043,509.8122,-7.9483,F3,short_circuit
471.9,23.8115,499.0,435.0,545.6,23.4246,580.0,518.0,-16.129,3.0912,-12.219,-21.9941,506.9,2.0248,509.0,502.0,11.9809,0.1034,12.0638,11.7322,14.1737,0.1249,14.4953,14.0723,13.0973,0.1485,13.2312,12.7296,510.5716,1.898,513.693,507.6086,14.1737,0.1248,14.4953,14.0723,13.084,0.0453,13.1506,12.9857,6.3837,3.8106,16.2757,2.7126,2.1929,0.2158,2.7632,2.0085,-0.555865,-0.016409,-0.355461,0.03159,507.6086,-5.0438,F3,short_circuit
497.4,8.3958,505.0,476.0,520.9,9.0486,544.0,513.0,-17.5953,3.6064,-12.219,-21.9941,506.4,1.6465,508.0,502.0,12.198,0.6006,13.9036,11.9808,14.123,0.059,14.1568,13.9879,13.0889,0.0689,13.1475,12.9801,509.3519,1.0601,511.1321,507.6086,14.123,0.0591,14.1568,13.9879,13.1366,0.1919,13.6801,13.0387,7.4145,3.3498,16.2757,4.521,2.0173,0.3001,2.1759,1.1766,-0.157825,0.001026,-0.266596,0.034544,507.6086,-2.1164,F3,short_circuit
503.2,1.4757,505.0,501.0,514.9,1.7288,517.0,512.0,-16.129,4.4914,-7.3314,-21.9941,507.0,1.0541,509.0,505.0,12.2229,0.5918,13.9036,11.9808,14.123,0.0712,14.1568,13.9879,13.0973,0.0585,13.1475,12.9801,509.0855,0.647,509.5552,508.0157,14.123,0.0712,14.1568,13.9879,13.1477,0.1888,13.6801,13.0387,6.0039,2.2013,8.8612,2.7126,1.9924,0.296,2.1759,1.1766,-0.043948,0.006142,0.710922,0.031682,508.0157,-0.0353,F3,short_circuit
499.7,7.9729,505.0,481.0,511.6,4.971,516.0,501.0,-16.129,6.0082,-7.3314,-26.8817,506.7,1.4944,509.0,504.0,11.9728,0.2878,12.0638,11.1536,14.4053,0.8198,16.7261,13.9879,13.0722,0.0617,13.1475,12.9801,505.6976,5.4738,509.5415,495.5305,14.4053,0.8198,16.7261,13.9879,13.1501,0.3018,13.9512,12.7635,6.5645,4.0474,15.914,2.7126,2.4325,0.8394,4.6623,1.9241,-1.403664,0.030423,-0.770165,0.031895,495.5305,-10.7779,F3,short_circuit
475.3,26.3694,504.0,424.0,499.4,11.8058,515.0,484.0,-17.5953,5.3788,-7.3314,-26.8817,506.3,1.2517,508.0,504.0,11.9313,0.3027,12.0638,11.1536,14.4222,0.8119,16.7261,14.0723,13.0136,0.0705,13.0638,12.8966,487.6093,17.2557,509.5297,463.0211,14.4222,0.8119,16.7261,14.0723,13.1224,0.3129,13.9512,12.7635,7.5049,3.4924,15.914,3.2551,2.4908,0.8202,4.6623,2.0085,-5.609435,-0.139632,-0.385082,0.036085,463.0211,-45.4988,F3,short_circuit
419.9,41.0107,475.0,369.0,513.9,30.2157,568.0,484.0,-17.1065,3.2584,-12.219,-21.9941,506.5,0.8498,508.0,505.0,11.9975,0.1284,12.0638,11.6494,14.1991,0.1339,14.5801,14.1568,13.0303,0.0705,13.0638,12.8966,470.4402,8.0504,483.0662,460.6094,14.1991,0.1339,14.5801,14.1568,13.0756,0.0811,13.2359,12.9009,6.9262,1.5628,9.7654,4.521,2.2016,0.1678,2.5163,2.093,-0.842319,0.012827,-0.059243,0.036363,460.6094,-4.1168,F3,short_circuit
383.1,14.1614,410.0,364.0,573.8,41.6061,623.0,511.0,-19.0616,3.4174,-12.219,-21.9941,506.7,0.6749,508.0,506.0,12.0223,0.0437,12.0638,11.9808,14.0813,0.3836,14.5801,13.0638,13.0471,0.0529,13.0638,12.8966,488.2442,23.3998,520.4772,460.6094,14.0814,0.3836,14.5801,13.0638,13.0502,0.125,13.2359,12.7304,7.5049,1.8189,9.7654,4.521,2.059,0.395,2.5163,1.0,7.546681,-0.024061,-0.296217,0.039041,460.6094,55.1527,F3,short_circuit
397.0,19.362,423.0,364.0,607.5,10.8858,623.0,589.0,-20.0391,4.1216,-12.219,-26.8817,506.0,2.5386,508.0,499.0,12.0223,0.0587,12.0638,11.8979,14.0898,0.3966,14.665,13.0638,13.0471,0.066,13.1475,12.8966,513.2861,10.1127,520.5118,489.6003,14.0899,0.3965,14.665,13.0638,13.0531,0.1237,13.2087,12.7304,8.6804,3.1863,16.4565,5.4252,2.0675,0.4198,2.6842,1.0,2.277976,0.08785,0.592435,0.039041,489.6003,26.0377,F3,short_circuit
429.5,20.2169,461.0,403.0,589.5,19.7779,616.0,557.0,-18.5728,4.0238,-12.219,-26.8817,506.5,2.8771,510.0,499.0,12.0057,0.0683,12.0638,11.8979,14.1823,0.1874,14.665,13.9036,13.0471,0.1233,13.1475,12.7296,516.084,2.8835,520.5118,511.2583,14.1823,0.1873,14.665,13.9036,13.0784,0.0794,13.2087,12.9281,7.3602,3.7023,16.4565,3.2551,2.1765,0.2029,2.6842,1.9227,-0.925113,-0.010753,0.325839,0.035988,511.2583,-9.2535,F3,short_circuit
466.2,23.7571,496.0,431.0,553.3,24.4042,588.0,522.0,-19.0616,2.5239,-17.1065,-21.9941,507.3,1.4181,510.0,505.0,12.0057,0.056,12.0638,11.8979,14.123,0.0815,14.1568,13.9036,13.0304,0.1195,13.1475,12.7296,512.1116,2.437,515.6224,509.166,14.123,0.0815,14.1568,13.9036,13.053,0.0619,13.1227,12.9281,6.6369,2.4128,11.393,3.2551,2.1173,0.089,2.2589,1.9227,-0.781186,0.005112,-0.236974,0.037221,509.166,-6.3459,F3,short_circuit
493.7,11.4509,503.0,469.0,524.9,12.3958,551.0,516.0,-18.0841,4.4914,-7.3314,-21.9941,506.7,1.1595,508.0,505.0,11.9726,0.1766,12.0638,11.484,14.1738,0.1535,14.5801,13.9879,13.3282,1.0467,16.2927,12.7296,509.6633,1.2356,511.6454,507.5712,14.3874,0.6868,16.2927,13.9879,13.1582,0.3708,14.1711,12.7901,7.2155,2.851,11.393,2.7126,2.4147,0.68,4.2289,1.9241,-0.261051,0.128821,0.296217,0.035482,507.5712,-2.1039,F3,short_circuit
